plat_nomor,nomor_rangka,warna,model,tipe,tahun_dibuat,tanggal_masa_pajak,pkb,pkb_progresif,opsen_pkb,opsen_pkb_progresif,swdkllj,parkir_berlangganan,pengesahan_stnk,cetak_stnk,cetak_tnkb
AE 1507 NGX,86684,Merah,Honda CB150R,CB150RYK1DE7,2013,7 Maret 2024,124000,0,81840,0,83000,0,0,100000,60000
W 9228 QY,85139,Abu-Abu,Yamaha Freego,B7K9SW23Y,2018,1 April 2025,200000,0,132000,0,83000,0,0,100000,60000
AG 3088 FSN,91798,Kuning,Honda CB150R,CB150RLKGXHE,2018,29 Oktober 2025,225000,0,148500,0,35000,0,0,100000,60000
L 6425 ZG,35554,Merah,Honda Beat,JFW19PRNNB,2018,15 Juni 2025,200000,0,132000,0,83000,0,0,100000,60000
AG 9201 CRB,42687,Putih,Suzuki GSX-R150,GX150TVD1ZO,2020,4 Oktober 2025,85000,0,56100,0,83000,0,0,100000,60000
AE 2346 UGA,80322,Biru,Honda CB150R,CB150RV5NLZL,2013,12 Februari 2024,250000,0,165000,0,83000,0,0,100000,60000
W 3006 FVX,79146,Kuning,Honda Beat,JFW1D102KK,2015,29 Desember 2025,225000,0,148500,0,83000,0,0,100000,60000
P 2127 VM,49981,Orange,Yamaha Freego,B7KUFVHP7,2012,19 April 2025,135000,0,89100,0,35000,0,0,100000,60000
S 4512 EE,83594,Orange,Yamaha R15,B74QY9055,2013,27 Februari 2026,175000,0,115500,0,83000,0,0,100000,60000
AE 8533 SMA,04497,Orange,Suzuki GSX-R150,GX150AYQ8F4,2023,10 Mei 2024,95000,0,62700,0,35000,0,0,100000,60000
N 2981 WN,85477,Abu-Abu,Honda CB150R,CB150RPZHH46,2020,26 Juli 2025,175000,0,115500,0,35000,0,0,100000,60000
L 7591 RKX,59026,Putih,Yamaha Mio M3,F3GHM3J5U,2018,7 Oktober 2025,135000,0,89100,0,83000,0,0,100000,60000
AG 2606 ZE,03250,Putih,Honda Beat,JFW1LZ72J8,2011,8 November 2025,175000,0,115500,0,83000,0,0,100000,60000
AG 6921 OGB,25117,Orange,Suzuki Satria F150,SF150GYMRRQ,2017,4 April 2025,200000,0,132000,0,83000,0,0,100000,60000
S 6912 BVI,49037,Biru,Honda Beat,JFW18X2G24,2013,17 Agustus 2025,250000,0,165000,0,35000,0,0,100000,60000
M 7652 JA,00635,Putih,Honda Beat,JFW1LGH8RF,2014,25 Juli 2025,250000,0,165000,0,35000,0,0,100000,60000
W 1041 CYU,92463,Hijau,Honda Scoopy,JFB1M6IXAQ,2017,16 Oktober 2025,124000,0,81840,0,83000,0,0,100000,60000
M 3973 PK,01113,Abu-Abu,Honda Revo 110,HB5CSNU96,2019,28 Maret 2025,95000,0,62700,0,83000,0,0,100000,60000
AG 8273 EW,41636,Hijau,Kawasaki Ninja 250,EX250YH304A,2018,16 November 2024,175000,0,115500,0,83000,0,0,100000,60000
W 1572 RMY,59489,Kuning,Yamaha R15,B743869OJ,2010,24 Mei 2024,175000,0,115500,0,35000,0,0,100000,60000
N 9028 VRX,73382,Kuning,Yamaha Vixion R,B4WSXNW3W,2021,22 Februari 2024,150000,0,99000,0,83000,0,0,100000,60000
S 5506 XWQ,71034,Abu-Abu,Honda Revo 110,HB5VA0Y0W,2024,23 Juli 2024,250000,0,165000,0,83000,0,0,100000,60000
AG 1442 LV,28095,Putih,Yamaha Freego,B7KIH0NOG,2013,23 Januari 2025,250000,0,165000,0,83000,0,0,100000,60000
AE 9599 SH,74408,Hitam,Yamaha Mio M3,F3GDA5H3Z,2015,18 Maret 2024,85000,0,56100,0,35000,0,0,100000,60000
P 6914 WL,52894,Biru,Suzuki Satria F150,SF150J92650,2013,23 April 2026,110000,0,72600,0,83000,0,0,100000,60000
S 8774 CPU,77280,Abu-Abu,Honda Scoopy,JFB1AWPRTY,2011,8 Januari 2025,135000,0,89100,0,83000,0,0,100000,60000
M 8795 FFG,84223,Abu-Abu,Yamaha Freego,B7KJ8THM8,2020,17 Januari 2026,110000,0,72600,0,83000,0,0,100000,60000
L 4042 AKN,37008,Putih,Honda PCX 160,KF307VIZ75,2012,13 Juni 2024,200000,0,132000,0,83000,0,0,100000,60000
AE 6962 YCT,29494,Hijau,Yamaha Vixion R,B4W6S9RCB,2023,20 September 2025,150000,0,99000,0,35000,0,0,100000,60000
L 8001 BAL,25647,Abu-Abu,Yamaha NMAX 155,SED32IS1QP,2020,20 September 2024,85000,0,56100,0,83000,0,0,100000,60000
AE 3118 EBA,14857,Orange,Suzuki GSX-R150,GX1502J0CRS,2023,2 September 2024,135000,0,89100,0,83000,0,0,100000,60000
L 6168 AZ,90630,Hitam,Yamaha Vixion R,B4WFW2ENH,2024,15 April 2024,250000,0,165000,0,83000,0,0,100000,60000
P 4208 AP,89393,Hitam,Honda Beat,JFW19BVV2J,2022,5 Juni 2024,200000,0,132000,0,35000,0,0,100000,60000
N 1421 DZ,62590,Hijau,Yamaha R15,B74EC8FB9,2024,16 Mei 2025,110000,0,72600,0,35000,0,0,100000,60000
AE 9656 UA,29935,Orange,Kawasaki Ninja 250,EX250HSP3V5,2021,5 Mei 2024,135000,0,89100,0,83000,0,0,100000,60000
AG 4878 JC,11678,Abu-Abu,Suzuki Satria F150,SF15074V5DM,2015,26 September 2025,200000,0,132000,0,83000,0,0,100000,60000
W 6513 PGY,14783,Silver,Yamaha R15,B74JSNYM3,2018,23 Juni 2025,135000,0,89100,0,35000,0,0,100000,60000
AG 1498 RH,70909,Abu-Abu,Suzuki Satria F150,SF150VN2V27,2023,8 November 2024,225000,0,148500,0,35000,0,0,100000,60000
L 9319 RL,73744,Orange,Kawasaki KLX 150,KLX150JUGKZE,2017,3 Mei 2024,135000,0,89100,0,35000,0,0,100000,60000
M 8699 AB,23395,Hijau,Yamaha R15,B74U0QJZ6,2016,17 April 2024,124000,0,81840,0,83000,0,0,100000,60000
P 9004 EJ,29974,Merah,Yamaha Mio M3,F3GW2NEF1,2017,3 Mei 2024,200000,0,132000,0,83000,0,0,100000,60000
AG 4233 YV,96219,Abu-Abu,Honda Vario 125,JFH1CKNU2M,2024,2 April 2026,150000,0,99000,0,83000,0,0,100000,60000
N 3015 ZYR,27949,Putih,Suzuki Satria F150,SF150OB3W1K,2010,1 Mei 2025,175000,0,115500,0,35000,0,0,100000,60000
AE 4291 MJ,34316,Biru,Kawasaki Ninja 250,EX250UIU52W,2023,12 Februari 2024,175000,0,115500,0,35000,0,0,100000,60000
AG 1400 AJ,71018,Biru,Honda Revo 110,HB5BOBVGY,2021,13 Juli 2024,250000,0,165000,0,83000,0,0,100000,60000
S 9188 EA,62541,Hijau,Honda Scoopy,JFB1UWTK7S,2022,11 Maret 2025,175000,0,115500,0,83000,0,0,100000,60000
S 5472 TO,26117,Kuning,Suzuki Satria F150,SF150KK0OJB,2020,28 Juni 2025,124000,0,81840,0,35000,0,0,100000,60000
M 8112 GPQ,56548,Silver,Yamaha Mio M3,F3GVGNQD7,2016,18 Maret 2026,250000,0,165000,0,35000,0,0,100000,60000
AG 5084 VI,43160,Hijau,Honda CB150R,CB150RW2VATU,2014,26 Januari 2026,250000,0,165000,0,83000,0,0,100000,60000
P 7853 YD,91171,Kuning,Honda CB150R,CB150RJUE6IH,2021,27 Juni 2025,135000,0,89100,0,35000,0,0,100000,60000
P 2053 NM,38535,Kuning,Honda Vario 125,JFH172LN26,2020,15 Januari 2025,150000,0,99000,0,83000,0,0,100000,60000
P 1034 XI,81376,Hitam,Yamaha Mio M3,F3GX7J86F,2015,27 Januari 2025,95000,0,62700,0,83000,0,0,100000,60000
P 6818 WU,10195,Putih,Kawasaki Ninja 250,EX250JZ5EIC,2019,27 Mei 2025,150000,0,99000,0,35000,0,0,100000,60000
AG 7698 QGI,83569,Biru,Honda Revo 110,HB53ZS76O,2012,26 April 2026,200000,0,132000,0,35000,0,0,100000,60000
AE 3111 FC,49759,Silver,Kawasaki KLX 150,KLX150BNECJQ,2019,3 April 2026,175000,0,115500,0,83000,0,0,100000,60000
L 6468 MS,36012,Kuning,Yamaha Vixion R,B4W6SGL5W,2021,1 Januari 2026,150000,0,99000,0,35000,0,0,100000,60000
S 1657 BPD,81452,Biru,Yamaha NMAX 155,SED33D9I4B,2011,19 Agustus 2025,110000,0,72600,0,83000,0,0,100000,60000
AE 5078 EL,38120,Abu-Abu,Suzuki Satria F150,SF1508MA1JL,2012,7 Februari 2025,200000,0,132000,0,35000,0,0,100000,60000
L 4964 QMB,43083,Merah,Suzuki Satria F150,SF150TBUL81,2011,17 November 2025,225000,0,148500,0,35000,0,0,100000,60000
P 8432 VZ,37526,Putih,Yamaha Aerox 155,B3WA5JKUL,2023,13 Mei 2026,175000,0,115500,0,83000,0,0,100000,60000
M 1918 PEW,72116,Merah,Suzuki Satria F150,SF15002WY0U,2021,8 Januari 2024,135000,0,89100,0,35000,0,0,100000,60000
W 6291 OAI,02277,Silver,Yamaha Aerox 155,B3W9HILZN,2013,24 Maret 2025,85000,0,56100,0,35000,0,0,100000,60000
AE 2958 UGL,46170,Biru,Yamaha Mio M3,F3GPEGZ5G,2023,8 Juli 2024,250000,0,165000,0,83000,0,0,100000,60000
W 8357 JCJ,40647,Putih,Yamaha Aerox 155,B3WBZ9YZ6,2022,25 Desember 2024,250000,0,165000,0,35000,0,0,100000,60000
S 2206 PZJ,60687,Merah,Honda Vario 125,JFH1NZ2K9M,2021,10 November 2024,250000,0,165000,0,35000,0,0,100000,60000
AG 8652 RW,98021,Putih,Honda Beat,JFW1Q5LF7G,2019,11 Oktober 2025,110000,0,72600,0,83000,0,0,100000,60000
L 3108 UVB,55870,Orange,Yamaha Aerox 155,B3WPAXV4A,2011,3 Oktober 2025,200000,0,132000,0,35000,0,0,100000,60000
L 4216 MK,10986,Merah,Kawasaki Ninja 250,EX250QRRBJV,2021,1 Januari 2025,225000,0,148500,0,35000,0,0,100000,60000
W 2723 LRT,93042,Merah,Yamaha Vixion R,B4W8NZUEV,2012,10 Januari 2024,150000,0,99000,0,35000,0,0,100000,60000
S 7035 GYV,96777,Orange,Honda Revo 110,HB5MBMP05,2016,18 September 2025,200000,0,132000,0,35000,0,0,100000,60000
AG 9869 OT,44592,Orange,Kawasaki Ninja 250,EX250VN97Y8,2014,12 Juli 2024,225000,0,148500,0,35000,0,0,100000,60000
AG 7334 TED,00268,Biru,Suzuki Satria F150,SF150XENRUU,2013,16 Desember 2024,124000,0,81840,0,35000,0,0,100000,60000
S 2250 TM,23317,Silver,Kawasaki KLX 150,KLX150NI4GYB,2022,18 Juni 2025,200000,0,132000,0,83000,0,0,100000,60000
M 9260 CO,48523,Kuning,Kawasaki Ninja 250,EX250I92EHP,2018,17 Februari 2025,150000,0,99000,0,35000,0,0,100000,60000
S 5536 JTQ,39644,Biru,Honda Scoopy,JFB1QH6YHX,2015,13 Agustus 2024,225000,0,148500,0,35000,0,0,100000,60000
W 6413 JWD,91657,Silver,Yamaha NMAX 155,SED3NZNX9G,2013,25 Juni 2024,250000,0,165000,0,35000,0,0,100000,60000
P 9779 XUZ,85337,Putih,Yamaha Aerox 155,B3W1U6JD2,2010,6 Oktober 2024,110000,0,72600,0,83000,0,0,100000,60000
M 5267 JV,19087,Biru,Suzuki Satria F150,SF150W7XHF4,2015,7 Maret 2025,150000,0,99000,0,35000,0,0,100000,60000
AE 9237 CI,48230,Silver,Honda Scoopy,JFB154K7YN,2023,10 November 2024,150000,0,99000,0,83000,0,0,100000,60000
P 3665 XY,83237,Biru,Honda Revo 110,HB5FIKR41,2020,1 Oktober 2024,124000,0,81840,0,83000,0,0,100000,60000
P 7275 XU,98267,Kuning,Honda Vario 125,JFH1P2IU4C,2019,3 Februari 2026,150000,0,99000,0,35000,0,0,100000,60000
P 4111 DGT,01916,Putih,Kawasaki KLX 150,KLX150MCS6MJ,2018,22 Desember 2025,150000,0,99000,0,83000,0,0,100000,60000
W 4141 RL,38139,Putih,Honda Scoopy,JFB1LP1LEX,2020,20 Desember 2024,200000,0,132000,0,35000,0,0,100000,60000
L 6393 TH,10516,Putih,Yamaha R15,B74FUVSKK,2013,18 Maret 2026,225000,0,148500,0,83000,0,0,100000,60000
P 4105 HE,30117,Silver,Honda PCX 160,KF30Q6FWSK,2016,28 Agustus 2025,225000,0,148500,0,83000,0,0,100000,60000
P 6963 ORD,17164,Putih,Yamaha Vixion R,B4W886LJX,2024,19 Oktober 2024,124000,0,81840,0,35000,0,0,100000,60000
W 1416 CB,31148,Merah,Honda Revo 110,HB55IGJZA,2012,24 Mei 2026,135000,0,89100,0,83000,0,0,100000,60000
N 7439 VQZ,19399,Silver,Yamaha Mio M3,F3GFTPBQN,2022,19 April 2024,250000,0,165000,0,35000,0,0,100000,60000
M 7989 XHZ,78480,Hitam,Kawasaki Ninja 250,EX250XGKYA3,2024,21 Februari 2026,150000,0,99000,0,35000,0,0,100000,60000
L 9078 HM,93138,Hijau,Suzuki Satria F150,SF1500XTYVR,2022,14 Desember 2025,124000,0,81840,0,83000,0,0,100000,60000
N 4596 UE,95969,Hitam,Honda Revo 110,HB51QXSR9,2014,5 Juni 2024,124000,0,81840,0,83000,0,0,100000,60000
M 4784 NP,50045,Hitam,Honda Revo 110,HB5YXLLQC,2023,28 Maret 2025,85000,0,56100,0,83000,0,0,100000,60000
M 7143 SO,72256,Putih,Suzuki GSX-R150,GX150HMNO8E,2013,15 Juni 2025,85000,0,56100,0,83000,0,0,100000,60000
AG 2195 OTH,19531,Abu-Abu,Yamaha NMAX 155,SED3Z0WMDO,2011,7 Januari 2026,95000,0,62700,0,35000,0,0,100000,60000
P 9157 IRZ,84436,Biru,Yamaha Vixion R,B4W0JRR7F,2014,19 April 2024,175000,0,115500,0,83000,0,0,100000,60000
M 1647 WV,16510,Silver,Honda Scoopy,JFB1553XUI,2020,1 Maret 2025,150000,0,99000,0,35000,0,0,100000,60000
W 2156 LI,52882,Orange,Honda Scoopy,JFB1L4H9DA,2018,19 Januari 2025,110000,0,72600,0,35000,0,0,100000,60000
L 8077 UPG,80855,Hitam,Honda Beat,JFW1IPTNDB,2012,11 Februari 2024,225000,0,148500,0,35000,0,0,100000,60000
AE 2241 ACB,59064,Hitam,Kawasaki Ninja 250,EX250XWGCUU,2013,14 Oktober 2025,110000,0,72600,0,35000,0,0,100000,60000
AE 4075 RGS,31038,Abu-Abu,Honda Beat,JFW1KOCWDE,2015,9 November 2024,200000,0,132000,0,83000,0,0,100000,60000
N 1775 TZR,12948,Orange,Kawasaki Ninja 250,EX250EDN2Z2,2019,23 Juni 2025,200000,0,132000,0,83000,0,0,100000,60000
M 7938 TXW,24612,Orange,Honda Scoopy,JFB1TUWX2B,2017,21 Juli 2024,85000,0,56100,0,83000,0,0,100000,60000
AG 2915 ITK,58678,Hijau,Yamaha Aerox 155,B3WKT6B8U,2022,18 Oktober 2024,85000,0,56100,0,35000,0,0,100000,60000
W 6698 UNQ,91962,Merah,Suzuki GSX-R150,GX150ZB63V1,2017,25 Februari 2024,250000,0,165000,0,83000,0,0,100000,60000
AE 1509 FIK,41046,Abu-Abu,Yamaha Freego,B7KHUKB6M,2021,12 November 2024,124000,0,81840,0,83000,0,0,100000,60000
AE 5627 LY,55449,Hitam,Honda Revo 110,HB5X6E9D7,2017,9 Februari 2026,110000,0,72600,0,35000,0,0,100000,60000
AE 1354 MZZ,72146,Hijau,Honda Beat,JFW16K7AYL,2016,12 April 2025,95000,0,62700,0,83000,0,0,100000,60000
AE 5479 YD,28902,Biru,Suzuki Satria F150,SF150QEAEQ2,2013,12 Mei 2024,150000,0,99000,0,83000,0,0,100000,60000
L 5673 FTM,18675,Hitam,Kawasaki KLX 150,KLX150XJ3Y1X,2014,28 Februari 2026,124000,0,81840,0,35000,0,0,100000,60000
M 8246 GV,14251,Silver,Yamaha NMAX 155,SED3CS1KED,2024,3 Desember 2024,175000,0,115500,0,83000,0,0,100000,60000
W 9357 EJ,08022,Hitam,Kawasaki Ninja 250,EX250J0F53Q,2023,24 Februari 2026,150000,0,99000,0,35000,0,0,100000,60000
P 3262 CQE,18261,Biru,Honda Beat,JFW1XAAD0X,2010,13 Februari 2026,85000,0,56100,0,83000,0,0,100000,60000
N 3892 ZI,18749,Putih,Yamaha Aerox 155,B3W0NHJE1,2011,4 April 2026,175000,0,115500,0,35000,0,0,100000,60000
AG 6096 TKS,58327,Putih,Yamaha Vixion R,B4WTFTZWC,2014,23 April 2026,250000,0,165000,0,83000,0,0,100000,60000
L 3997 DJ,32302,Hitam,Yamaha Vixion R,B4W5GSM7R,2023,26 April 2025,225000,0,148500,0,35000,0,0,100000,60000
M 4470 GUH,11744,Hijau,Yamaha Mio M3,F3GK6UJVB,2014,9 Maret 2026,85000,0,56100,0,35000,0,0,100000,60000
P 1142 OWY,35174,Silver,Yamaha Freego,B7K2RV23U,2020,6 Maret 2026,175000,0,115500,0,35000,0,0,100000,60000
W 3289 AW,01383,Biru,Yamaha NMAX 155,SED3VB1C4W,2012,14 April 2026,135000,0,89100,0,83000,0,0,100000,60000
L 8214 KD,68142,Silver,Suzuki GSX-R150,GX1501HNXIY,2013,24 Oktober 2025,250000,0,165000,0,83000,0,0,100000,60000
AE 3532 OJR,20852,Abu-Abu,Suzuki Satria F150,SF1500M2V0M,2023,15 Maret 2025,225000,0,148500,0,35000,0,0,100000,60000
N 8350 SM,86884,Biru,Honda PCX 160,KF30TEFY6F,2016,5 Mei 2026,110000,0,72600,0,83000,0,0,100000,60000
P 2677 KVS,72073,Abu-Abu,Yamaha Freego,B7KDFNS88,2010,21 April 2024,110000,0,72600,0,35000,0,0,100000,60000
L 8812 RIJ,79994,Biru,Suzuki Satria F150,SF150R2GWLJ,2023,18 September 2025,200000,0,132000,0,35000,0,0,100000,60000
N 8216 PU,50910,Orange,Suzuki GSX-R150,GX150APFJ6W,2016,20 Mei 2026,250000,0,165000,0,83000,0,0,100000,60000
AG 4548 BXM,10155,Biru,Honda Scoopy,JFB1UHXUNR,2023,29 Juli 2024,200000,0,132000,0,83000,0,0,100000,60000
S 2727 PZ,82033,Hitam,Honda Revo 110,HB5YQ6NX6,2018,4 Mei 2024,175000,0,115500,0,35000,0,0,100000,60000
L 1963 DAR,48915,Merah,Yamaha Mio M3,F3GMI9ZU1,2013,5 Juli 2024,95000,0,62700,0,83000,0,0,100000,60000
M 6747 LL,61185,Merah,Honda Vario 125,JFH1255KCM,2022,24 Desember 2025,135000,0,89100,0,35000,0,0,100000,60000
S 1393 LQ,46573,Kuning,Yamaha Vixion R,B4W8AM1KB,2012,14 Agustus 2024,175000,0,115500,0,83000,0,0,100000,60000
AE 7444 LN,91926,Hitam,Honda Vario 125,JFH1L8IT1L,2020,8 November 2025,135000,0,89100,0,83000,0,0,100000,60000
N 2737 WGF,28891,Hijau,Suzuki GSX-R150,GX150Q8P6U5,2019,10 Mei 2025,150000,0,99000,0,83000,0,0,100000,60000
M 5435 YC,38469,Abu-Abu,Yamaha R15,B748SWXQW,2013,13 Maret 2025,200000,0,132000,0,35000,0,0,100000,60000
W 3623 OWC,73651,Kuning,Yamaha Mio M3,F3G99PAPK,2020,29 Juli 2025,124000,0,81840,0,83000,0,0,100000,60000
AG 2118 JUE,46578,Putih,Yamaha Aerox 155,B3WY8F881,2012,10 Desember 2024,175000,0,115500,0,83000,0,0,100000,60000
N 2185 WA,53683,Orange,Honda PCX 160,KF30NFKMNA,2022,14 Desember 2025,85000,0,56100,0,83000,0,0,100000,60000
M 9809 KP,62290,Orange,Yamaha Aerox 155,B3W3OXESP,2014,26 Agustus 2025,250000,0,165000,0,83000,0,0,100000,60000
M 1452 ULA,23872,Silver,Kawasaki Ninja 250,EX250BBKV0X,2024,19 September 2024,124000,0,81840,0,83000,0,0,100000,60000
M 2350 GXL,10344,Orange,Yamaha R15,B7430JNSP,2012,26 September 2024,225000,0,148500,0,83000,0,0,100000,60000
AE 2098 ENW,62765,Biru,Honda Revo 110,HB5PZYGWE,2019,12 Mei 2026,250000,0,165000,0,35000,0,0,100000,60000
W 6145 AS,18162,Abu-Abu,Yamaha Mio M3,F3G8J2P7R,2023,30 Maret 2026,135000,0,89100,0,35000,0,0,100000,60000
M 7223 AIO,85848,Hijau,Yamaha R15,B74NXR2YQ,2024,19 Desember 2024,200000,0,132000,0,83000,0,0,100000,60000
P 7567 MKO,15736,Orange,Suzuki Satria F150,SF150L57CNK,2018,23 April 2025,225000,0,148500,0,35000,0,0,100000,60000
M 3352 JTD,00630,Silver,Honda Revo 110,HB5VT2IS2,2010,5 Februari 2024,175000,0,115500,0,83000,0,0,100000,60000
N 6001 WLP,28021,Putih,Yamaha NMAX 155,SED393I36D,2022,11 Mei 2026,225000,0,148500,0,83000,0,0,100000,60000
L 7561 GNI,43635,Orange,Honda PCX 160,KF30MJOQJQ,2013,23 Oktober 2024,95000,0,62700,0,83000,0,0,100000,60000
S 9219 SCG,33469,Orange,Yamaha Aerox 155,B3WXH4ZUZ,2016,14 Oktober 2025,135000,0,89100,0,35000,0,0,100000,60000
M 9747 IR,96679,Merah,Suzuki Satria F150,SF150E47LQZ,2019,21 Juni 2024,175000,0,115500,0,83000,0,0,100000,60000
N 8071 VMP,14769,Hitam,Honda Scoopy,JFB13AX743,2020,16 Februari 2026,250000,0,165000,0,83000,0,0,100000,60000
N 1147 OR,19183,Silver,Honda Scoopy,JFB1UW60N3,2016,8 November 2025,110000,0,72600,0,35000,0,0,100000,60000
L 2537 IKQ,22601,Biru,Yamaha NMAX 155,SED30NLYDJ,2010,22 September 2025,200000,0,132000,0,83000,0,0,100000,60000
AG 9635 BHE,12273,Merah,Kawasaki KLX 150,KLX150KA8V0I,2018,28 Januari 2024,250000,0,165000,0,83000,0,0,100000,60000
L 3289 HHU,09046,Kuning,Honda Revo 110,HB5ILY7E5,2020,22 September 2025,124000,0,81840,0,83000,0,0,100000,60000
P 6809 GKL,44235,Biru,Honda PCX 160,KF30K7GOPM,2019,13 Juli 2024,250000,0,165000,0,35000,0,0,100000,60000
AE 3936 SVZ,39088,Abu-Abu,Yamaha Aerox 155,B3WWUPR4T,2018,6 Juni 2024,135000,0,89100,0,83000,0,0,100000,60000
M 4095 SV,01882,Abu-Abu,Honda PCX 160,KF30YD9MIZ,2015,21 Maret 2025,95000,0,62700,0,83000,0,0,100000,60000
N 2380 KR,90936,Biru,Yamaha Vixion R,B4WVBZ4GJ,2016,2 September 2024,135000,0,89100,0,83000,0,0,100000,60000
S 3627 PGE,79006,Hitam,Honda Revo 110,HB578OSLQ,2023,6 September 2025,225000,0,148500,0,83000,0,0,100000,60000
AG 8903 BX,17205,Kuning,Honda Vario 125,JFH1XH9M0P,2024,4 Maret 2025,150000,0,99000,0,83000,0,0,100000,60000
P 7056 DER,96224,Hijau,Yamaha NMAX 155,SED3HZ3M21,2023,6 Mei 2026,225000,0,148500,0,83000,0,0,100000,60000
W 6475 TTI,44390,Abu-Abu,Yamaha Freego,B7KD09OYM,2024,19 Juli 2025,175000,0,115500,0,83000,0,0,100000,60000
P 1206 UQ,79743,Merah,Honda Revo 110,HB5UOJJFA,2012,30 Mei 2026,110000,0,72600,0,83000,0,0,100000,60000
W 5351 JXQ,81623,Kuning,Honda Vario 125,JFH1JK7LCW,2010,14 Juni 2025,95000,0,62700,0,35000,0,0,100000,60000
M 3543 PD,07373,Silver,Yamaha NMAX 155,SED3VFWBZY,2019,10 Januari 2025,110000,0,72600,0,83000,0,0,100000,60000
L 8550 RRV,10552,Merah,Yamaha R15,B741OYA8P,2014,9 Oktober 2024,175000,0,115500,0,83000,0,0,100000,60000
P 7181 RFY,86535,Abu-Abu,Honda Revo 110,HB5506ALU,2022,12 September 2025,175000,0,115500,0,35000,0,0,100000,60000
M 4020 JTD,87371,Merah,Yamaha Aerox 155,B3WWK3OTZ,2017,29 Januari 2024,135000,0,89100,0,83000,0,0,100000,60000
N 4152 GG,84301,Merah,Yamaha R15,B74V0DBNS,2018,16 Maret 2026,225000,0,148500,0,83000,0,0,100000,60000
M 3775 ZPZ,87676,Silver,Yamaha Freego,B7KD8WL2I,2014,21 Januari 2024,225000,0,148500,0,35000,0,0,100000,60000
S 2662 OD,51458,Hitam,Yamaha NMAX 155,SED3RR8I8T,2011,5 Februari 2026,110000,0,72600,0,35000,0,0,100000,60000
L 2257 FNJ,06201,Silver,Honda Scoopy,JFB17I3WYY,2022,8 Desember 2023,250000,0,165000,0,35000,0,0,100000,60000
W 3751 BGO,94016,Hitam,Honda Beat,JFW168D1RL,2010,18 November 2025,85000,0,56100,0,35000,0,0,100000,60000
W 8584 WVW,81232,Kuning,Yamaha NMAX 155,SED32S2E6L,2014,21 Februari 2025,250000,0,165000,0,35000,0,0,100000,60000
W 8621 XR,41199,Orange,Yamaha Mio M3,F3GBWX0S4,2024,17 Desember 2025,124000,0,81840,0,83000,0,0,100000,60000
W 3928 EJ,60882,Hijau,Yamaha Mio M3,F3GZTE0MZ,2012,7 Desember 2024,110000,0,72600,0,35000,0,0,100000,60000
N 2446 CL,57197,Putih,Honda Revo 110,HB56RA0DQ,2011,5 Maret 2026,175000,0,115500,0,83000,0,0,100000,60000
P 3223 EC,13214,Abu-Abu,Honda Beat,JFW1GBUDY7,2013,20 September 2025,85000,0,56100,0,83000,0,0,100000,60000
L 6914 CN,70347,Biru,Honda Beat,JFW1SSFK7Q,2022,25 April 2025,225000,0,148500,0,83000,0,0,100000,60000
P 8406 BAR,20422,Merah,Honda Vario 125,JFH1MSLZAR,2017,23 Mei 2024,200000,0,132000,0,83000,0,0,100000,60000
S 3253 OD,69130,Putih,Honda Revo 110,HB5CGA64T,2024,27 Agustus 2025,250000,0,165000,0,35000,0,0,100000,60000
AG 1482 HK,06688,Kuning,Kawasaki KLX 150,KLX1502ZQYJM,2019,22 Februari 2025,225000,0,148500,0,83000,0,0,100000,60000
S 2467 XU,20763,Putih,Yamaha R15,B74TCI9SU,2011,13 Januari 2026,135000,0,89100,0,83000,0,0,100000,60000
P 9189 MKB,81570,Kuning,Honda Vario 125,JFH1U2QLC6,2022,28 Februari 2026,85000,0,56100,0,35000,0,0,100000,60000
N 4369 GZ,93514,Merah,Honda CB150R,CB150RLGFWMV,2018,3 September 2024,225000,0,148500,0,83000,0,0,100000,60000
S 6910 ELE,69277,Hijau,Honda Beat,JFW1F6B3IS,2013,4 Desember 2025,250000,0,165000,0,83000,0,0,100000,60000
P 5688 GRG,53773,Merah,Yamaha Aerox 155,B3WVTTXO2,2017,14 Agustus 2024,150000,0,99000,0,35000,0,0,100000,60000
S 6107 YQ,01427,Abu-Abu,Honda PCX 160,KF30J5DOH5,2012,16 Mei 2026,175000,0,115500,0,35000,0,0,100000,60000
P 3807 EFJ,02371,Silver,Yamaha R15,B74H57DDM,2014,7 Juli 2025,150000,0,99000,0,83000,0,0,100000,60000
AE 3731 QN,28735,Merah,Yamaha Freego,B7KCWE6JR,2024,17 Agustus 2024,175000,0,115500,0,83000,0,0,100000,60000
N 9210 ELF,29683,Putih,Honda PCX 160,KF30M4CLEN,2022,28 Mei 2025,124000,0,81840,0,83000,0,0,100000,60000
M 3906 BY,85279,Kuning,Honda Beat,JFW10DJ96I,2018,19 September 2025,175000,0,115500,0,35000,0,0,100000,60000
AE 4368 ZQ,96047,Silver,Suzuki GSX-R150,GX150EA3VO0,2019,17 Maret 2024,110000,0,72600,0,35000,0,0,100000,60000
M 1605 ILW,20519,Hitam,Yamaha Vixion R,B4WA0GOAJ,2012,9 April 2025,110000,0,72600,0,83000,0,0,100000,60000
S 3189 YB,30762,Kuning,Yamaha Freego,B7KBQONVW,2018,18 Mei 2026,135000,0,89100,0,35000,0,0,100000,60000
L 2010 HH,22048,Merah,Honda Revo 110,HB5I47C9U,2018,24 November 2025,150000,0,99000,0,83000,0,0,100000,60000
